image_id,filepath,anomaly_class,class_idx
10227,images/10227.jpg,No-Anomaly,0
10228,images/10228.jpg,No-Anomaly,0
10230,images/10230.jpg,No-Anomaly,0
10231,images/10231.jpg,No-Anomaly,0
10232,images/10232.jpg,No-Anomaly,0
10233,images/10233.jpg,No-Anomaly,0
10236,images/10236.jpg,No-Anomaly,0
10240,images/10240.jpg,No-Anomaly,0
10242,images/10242.jpg,No-Anomaly,0
10243,images/10243.jpg,No-Anomaly,0
10244,images/10244.jpg,No-Anomaly,0
10245,images/10245.jpg,No-Anomaly,0
10246,images/10246.jpg,No-Anomaly,0
10247,images/10247.jpg,No-Anomaly,0
10251,images/10251.jpg,No-Anomaly,0
10252,images/10252.jpg,No-Anomaly,0
10254,images/10254.jpg,No-Anomaly,0
10255,images/10255.jpg,No-Anomaly,0
10260,images/10260.jpg,No-Anomaly,0
10261,images/10261.jpg,No-Anomaly,0
10262,images/10262.jpg,No-Anomaly,0
10263,images/10263.jpg,No-Anomaly,0
10264,images/10264.jpg,No-Anomaly,0
10265,images/10265.jpg,No-Anomaly,0
10267,images/10267.jpg,No-Anomaly,0
10268,images/10268.jpg,No-Anomaly,0
10269,images/10269.jpg,No-Anomaly,0
10270,images/10270.jpg,No-Anomaly,0
10271,images/10271.jpg,No-Anomaly,0
10272,images/10272.jpg,No-Anomaly,0
10274,images/10274.jpg,No-Anomaly,0
10276,images/10276.jpg,No-Anomaly,0
10278,images/10278.jpg,No-Anomaly,0
10279,images/10279.jpg,No-Anomaly,0
10281,images/10281.jpg,No-Anomaly,0
10283,images/10283.jpg,No-Anomaly,0
10284,images/10284.jpg,No-Anomaly,0
10285,images/10285.jpg,No-Anomaly,0
10286,images/10286.jpg,No-Anomaly,0
10287,images/10287.jpg,No-Anomaly,0
10288,images/10288.jpg,No-Anomaly,0
10289,images/10289.jpg,No-Anomaly,0
10290,images/10290.jpg,No-Anomaly,0
10291,images/10291.jpg,No-Anomaly,0
10292,images/10292.jpg,No-Anomaly,0
10293,images/10293.jpg,No-Anomaly,0
10294,images/10294.jpg,No-Anomaly,0
10296,images/10296.jpg,No-Anomaly,0
10297,images/10297.jpg,No-Anomaly,0
10301,images/10301.jpg,No-Anomaly,0
10302,images/10302.jpg,No-Anomaly,0
10303,images/10303.jpg,No-Anomaly,0
10305,images/10305.jpg,No-Anomaly,0
10306,images/10306.jpg,No-Anomaly,0
10309,images/10309.jpg,No-Anomaly,0
10310,images/10310.jpg,No-Anomaly,0
10311,images/10311.jpg,No-Anomaly,0
10312,images/10312.jpg,No-Anomaly,0
10314,images/10314.jpg,No-Anomaly,0
10315,images/10315.jpg,No-Anomaly,0
10316,images/10316.jpg,No-Anomaly,0
10317,images/10317.jpg,No-Anomaly,0
10319,images/10319.jpg,No-Anomaly,0
10320,images/10320.jpg,No-Anomaly,0
10321,images/10321.jpg,No-Anomaly,0
10322,images/10322.jpg,No-Anomaly,0
10323,images/10323.jpg,No-Anomaly,0
10324,images/10324.jpg,No-Anomaly,0
10327,images/10327.jpg,No-Anomaly,0
10328,images/10328.jpg,No-Anomaly,0
10330,images/10330.jpg,No-Anomaly,0
10331,images/10331.jpg,No-Anomaly,0
10332,images/10332.jpg,No-Anomaly,0
10333,images/10333.jpg,No-Anomaly,0
10334,images/10334.jpg,No-Anomaly,0
10335,images/10335.jpg,No-Anomaly,0
10336,images/10336.jpg,No-Anomaly,0
10337,images/10337.jpg,No-Anomaly,0
10338,images/10338.jpg,No-Anomaly,0
10339,images/10339.jpg,No-Anomaly,0
10340,images/10340.jpg,No-Anomaly,0
10343,images/10343.jpg,No-Anomaly,0
10346,images/10346.jpg,No-Anomaly,0
10349,images/10349.jpg,No-Anomaly,0
10350,images/10350.jpg,No-Anomaly,0
10351,images/10351.jpg,No-Anomaly,0
10352,images/10352.jpg,No-Anomaly,0
10353,images/10353.jpg,No-Anomaly,0
10356,images/10356.jpg,No-Anomaly,0
10357,images/10357.jpg,No-Anomaly,0
10359,images/10359.jpg,No-Anomaly,0
10361,images/10361.jpg,No-Anomaly,0
10364,images/10364.jpg,No-Anomaly,0
10365,images/10365.jpg,No-Anomaly,0
10366,images/10366.jpg,No-Anomaly,0
10367,images/10367.jpg,No-Anomaly,0
10368,images/10368.jpg,No-Anomaly,0
10369,images/10369.jpg,No-Anomaly,0
10370,images/10370.jpg,No-Anomaly,0
10371,images/10371.jpg,No-Anomaly,0
10372,images/10372.jpg,No-Anomaly,0
10373,images/10373.jpg,No-Anomaly,0
10374,images/10374.jpg,No-Anomaly,0
10376,images/10376.jpg,No-Anomaly,0
10377,images/10377.jpg,No-Anomaly,0
10380,images/10380.jpg,No-Anomaly,0
10382,images/10382.jpg,No-Anomaly,0
10384,images/10384.jpg,No-Anomaly,0
10386,images/10386.jpg,No-Anomaly,0
10391,images/10391.jpg,No-Anomaly,0
10392,images/10392.jpg,No-Anomaly,0
10395,images/10395.jpg,No-Anomaly,0
10397,images/10397.jpg,No-Anomaly,0
10399,images/10399.jpg,No-Anomaly,0
10400,images/10400.jpg,No-Anomaly,0
10401,images/10401.jpg,No-Anomaly,0
10402,images/10402.jpg,No-Anomaly,0
10404,images/10404.jpg,No-Anomaly,0
10407,images/10407.jpg,No-Anomaly,0
10408,images/10408.jpg,No-Anomaly,0
10409,images/10409.jpg,No-Anomaly,0
10410,images/10410.jpg,No-Anomaly,0
10413,images/10413.jpg,No-Anomaly,0
10414,images/10414.jpg,No-Anomaly,0
10415,images/10415.jpg,No-Anomaly,0
10416,images/10416.jpg,No-Anomaly,0
10419,images/10419.jpg,No-Anomaly,0
10421,images/10421.jpg,No-Anomaly,0
10423,images/10423.jpg,No-Anomaly,0
10424,images/10424.jpg,No-Anomaly,0
10425,images/10425.jpg,No-Anomaly,0
10426,images/10426.jpg,No-Anomaly,0
10427,images/10427.jpg,No-Anomaly,0
10429,images/10429.jpg,No-Anomaly,0
10430,images/10430.jpg,No-Anomaly,0
10431,images/10431.jpg,No-Anomaly,0
10432,images/10432.jpg,No-Anomaly,0
10433,images/10433.jpg,No-Anomaly,0
10436,images/10436.jpg,No-Anomaly,0
10439,images/10439.jpg,No-Anomaly,0
10442,images/10442.jpg,No-Anomaly,0
10443,images/10443.jpg,No-Anomaly,0
10444,images/10444.jpg,No-Anomaly,0
10445,images/10445.jpg,No-Anomaly,0
10448,images/10448.jpg,No-Anomaly,0
10450,images/10450.jpg,No-Anomaly,0
10451,images/10451.jpg,No-Anomaly,0
10452,images/10452.jpg,No-Anomaly,0
10453,images/10453.jpg,No-Anomaly,0
10455,images/10455.jpg,No-Anomaly,0
10458,images/10458.jpg,No-Anomaly,0
10460,images/10460.jpg,No-Anomaly,0
10462,images/10462.jpg,No-Anomaly,0
10463,images/10463.jpg,No-Anomaly,0
10464,images/10464.jpg,No-Anomaly,0
10466,images/10466.jpg,No-Anomaly,0
10467,images/10467.jpg,No-Anomaly,0
10468,images/10468.jpg,No-Anomaly,0
10469,images/10469.jpg,No-Anomaly,0
10470,images/10470.jpg,No-Anomaly,0
10471,images/10471.jpg,No-Anomaly,0
10473,images/10473.jpg,No-Anomaly,0
10475,images/10475.jpg,No-Anomaly,0
10476,images/10476.jpg,No-Anomaly,0
10477,images/10477.jpg,No-Anomaly,0
10478,images/10478.jpg,No-Anomaly,0
10479,images/10479.jpg,No-Anomaly,0
10480,images/10480.jpg,No-Anomaly,0
10481,images/10481.jpg,No-Anomaly,0
10482,images/10482.jpg,No-Anomaly,0
10486,images/10486.jpg,No-Anomaly,0
10487,images/10487.jpg,No-Anomaly,0
10488,images/10488.jpg,No-Anomaly,0
10489,images/10489.jpg,No-Anomaly,0
10491,images/10491.jpg,No-Anomaly,0
10492,images/10492.jpg,No-Anomaly,0
10493,images/10493.jpg,No-Anomaly,0
10494,images/10494.jpg,No-Anomaly,0
10495,images/10495.jpg,No-Anomaly,0
10496,images/10496.jpg,No-Anomaly,0
10500,images/10500.jpg,No-Anomaly,0
10501,images/10501.jpg,No-Anomaly,0
10504,images/10504.jpg,No-Anomaly,0
10505,images/10505.jpg,No-Anomaly,0
10507,images/10507.jpg,No-Anomaly,0
10508,images/10508.jpg,No-Anomaly,0
10509,images/10509.jpg,No-Anomaly,0
10511,images/10511.jpg,No-Anomaly,0
10512,images/10512.jpg,No-Anomaly,0
10516,images/10516.jpg,No-Anomaly,0
10519,images/10519.jpg,No-Anomaly,0
10520,images/10520.jpg,No-Anomaly,0
10521,images/10521.jpg,No-Anomaly,0
10522,images/10522.jpg,No-Anomaly,0
10523,images/10523.jpg,No-Anomaly,0
10525,images/10525.jpg,No-Anomaly,0
10528,images/10528.jpg,No-Anomaly,0
10529,images/10529.jpg,No-Anomaly,0
10530,images/10530.jpg,No-Anomaly,0
10532,images/10532.jpg,No-Anomaly,0
10535,images/10535.jpg,No-Anomaly,0
10536,images/10536.jpg,No-Anomaly,0
10537,images/10537.jpg,No-Anomaly,0
10538,images/10538.jpg,No-Anomaly,0
10539,images/10539.jpg,No-Anomaly,0
10541,images/10541.jpg,No-Anomaly,0
10542,images/10542.jpg,No-Anomaly,0
10543,images/10543.jpg,No-Anomaly,0
10545,images/10545.jpg,No-Anomaly,0
10546,images/10546.jpg,No-Anomaly,0
10547,images/10547.jpg,No-Anomaly,0
10548,images/10548.jpg,No-Anomaly,0
10549,images/10549.jpg,No-Anomaly,0
10550,images/10550.jpg,No-Anomaly,0
10551,images/10551.jpg,No-Anomaly,0
10552,images/10552.jpg,No-Anomaly,0
10553,images/10553.jpg,No-Anomaly,0
10554,images/10554.jpg,No-Anomaly,0
10555,images/10555.jpg,No-Anomaly,0
10556,images/10556.jpg,No-Anomaly,0
10557,images/10557.jpg,No-Anomaly,0
10558,images/10558.jpg,No-Anomaly,0
10559,images/10559.jpg,No-Anomaly,0
10561,images/10561.jpg,No-Anomaly,0
10562,images/10562.jpg,No-Anomaly,0
10563,images/10563.jpg,No-Anomaly,0
10564,images/10564.jpg,No-Anomaly,0
10565,images/10565.jpg,No-Anomaly,0
10567,images/10567.jpg,No-Anomaly,0
10568,images/10568.jpg,No-Anomaly,0
10572,images/10572.jpg,No-Anomaly,0
10573,images/10573.jpg,No-Anomaly,0
10574,images/10574.jpg,No-Anomaly,0
10575,images/10575.jpg,No-Anomaly,0
10577,images/10577.jpg,No-Anomaly,0
10580,images/10580.jpg,No-Anomaly,0
10581,images/10581.jpg,No-Anomaly,0
10582,images/10582.jpg,No-Anomaly,0
10583,images/10583.jpg,No-Anomaly,0
10584,images/10584.jpg,No-Anomaly,0
10587,images/10587.jpg,No-Anomaly,0
10588,images/10588.jpg,No-Anomaly,0
10590,images/10590.jpg,No-Anomaly,0
10591,images/10591.jpg,No-Anomaly,0
10592,images/10592.jpg,No-Anomaly,0
10593,images/10593.jpg,No-Anomaly,0
10595,images/10595.jpg,No-Anomaly,0
10596,images/10596.jpg,No-Anomaly,0
10597,images/10597.jpg,No-Anomaly,0
10598,images/10598.jpg,No-Anomaly,0
10599,images/10599.jpg,No-Anomaly,0
10601,images/10601.jpg,No-Anomaly,0
10602,images/10602.jpg,No-Anomaly,0
10603,images/10603.jpg,No-Anomaly,0
10604,images/10604.jpg,No-Anomaly,0
10605,images/10605.jpg,No-Anomaly,0
10606,images/10606.jpg,No-Anomaly,0
10607,images/10607.jpg,No-Anomaly,0
10609,images/10609.jpg,No-Anomaly,0
10610,images/10610.jpg,No-Anomaly,0
10611,images/10611.jpg,No-Anomaly,0
10612,images/10612.jpg,No-Anomaly,0
10615,images/10615.jpg,No-Anomaly,0
10616,images/10616.jpg,No-Anomaly,0
10618,images/10618.jpg,No-Anomaly,0
10619,images/10619.jpg,No-Anomaly,0
10620,images/10620.jpg,No-Anomaly,0
10621,images/10621.jpg,No-Anomaly,0
10623,images/10623.jpg,No-Anomaly,0
10624,images/10624.jpg,No-Anomaly,0
10626,images/10626.jpg,No-Anomaly,0
10627,images/10627.jpg,No-Anomaly,0
10628,images/10628.jpg,No-Anomaly,0
10630,images/10630.jpg,No-Anomaly,0
10631,images/10631.jpg,No-Anomaly,0
10632,images/10632.jpg,No-Anomaly,0
10633,images/10633.jpg,No-Anomaly,0
10634,images/10634.jpg,No-Anomaly,0
10635,images/10635.jpg,No-Anomaly,0
10637,images/10637.jpg,No-Anomaly,0
10641,images/10641.jpg,No-Anomaly,0
10642,images/10642.jpg,No-Anomaly,0
10643,images/10643.jpg,No-Anomaly,0
10644,images/10644.jpg,No-Anomaly,0
10645,images/10645.jpg,No-Anomaly,0
10646,images/10646.jpg,No-Anomaly,0
10648,images/10648.jpg,No-Anomaly,0
10649,images/10649.jpg,No-Anomaly,0
10650,images/10650.jpg,No-Anomaly,0
10651,images/10651.jpg,No-Anomaly,0
10652,images/10652.jpg,No-Anomaly,0
10655,images/10655.jpg,No-Anomaly,0
10656,images/10656.jpg,No-Anomaly,0
10657,images/10657.jpg,No-Anomaly,0
10658,images/10658.jpg,No-Anomaly,0
10659,images/10659.jpg,No-Anomaly,0
10660,images/10660.jpg,No-Anomaly,0
10661,images/10661.jpg,No-Anomaly,0
10662,images/10662.jpg,No-Anomaly,0
10663,images/10663.jpg,No-Anomaly,0
10664,images/10664.jpg,No-Anomaly,0
10666,images/10666.jpg,No-Anomaly,0
10667,images/10667.jpg,No-Anomaly,0
10668,images/10668.jpg,No-Anomaly,0
10670,images/10670.jpg,No-Anomaly,0
10671,images/10671.jpg,No-Anomaly,0
10673,images/10673.jpg,No-Anomaly,0
10674,images/10674.jpg,No-Anomaly,0
10675,images/10675.jpg,No-Anomaly,0
10676,images/10676.jpg,No-Anomaly,0
10677,images/10677.jpg,No-Anomaly,0
10678,images/10678.jpg,No-Anomaly,0
10679,images/10679.jpg,No-Anomaly,0
10681,images/10681.jpg,No-Anomaly,0
10683,images/10683.jpg,No-Anomaly,0
10684,images/10684.jpg,No-Anomaly,0
10687,images/10687.jpg,No-Anomaly,0
10689,images/10689.jpg,No-Anomaly,0
10690,images/10690.jpg,No-Anomaly,0
10692,images/10692.jpg,No-Anomaly,0
10694,images/10694.jpg,No-Anomaly,0
10695,images/10695.jpg,No-Anomaly,0
10696,images/10696.jpg,No-Anomaly,0
10697,images/10697.jpg,No-Anomaly,0
10698,images/10698.jpg,No-Anomaly,0
10699,images/10699.jpg,No-Anomaly,0
10700,images/10700.jpg,No-Anomaly,0
10701,images/10701.jpg,No-Anomaly,0
10705,images/10705.jpg,No-Anomaly,0
10706,images/10706.jpg,No-Anomaly,0
10707,images/10707.jpg,No-Anomaly,0
10709,images/10709.jpg,No-Anomaly,0
10710,images/10710.jpg,No-Anomaly,0
10711,images/10711.jpg,No-Anomaly,0
10712,images/10712.jpg,No-Anomaly,0
10713,images/10713.jpg,No-Anomaly,0
10714,images/10714.jpg,No-Anomaly,0
10715,images/10715.jpg,No-Anomaly,0
10716,images/10716.jpg,No-Anomaly,0
10717,images/10717.jpg,No-Anomaly,0
10718,images/10718.jpg,No-Anomaly,0
10719,images/10719.jpg,No-Anomaly,0
10720,images/10720.jpg,No-Anomaly,0
10721,images/10721.jpg,No-Anomaly,0
10722,images/10722.jpg,No-Anomaly,0
10725,images/10725.jpg,No-Anomaly,0
10726,images/10726.jpg,No-Anomaly,0
10727,images/10727.jpg,No-Anomaly,0
10728,images/10728.jpg,No-Anomaly,0
10729,images/10729.jpg,No-Anomaly,0
10730,images/10730.jpg,No-Anomaly,0
10732,images/10732.jpg,No-Anomaly,0
10734,images/10734.jpg,No-Anomaly,0
10736,images/10736.jpg,No-Anomaly,0
10737,images/10737.jpg,No-Anomaly,0
10739,images/10739.jpg,No-Anomaly,0
10741,images/10741.jpg,No-Anomaly,0
10744,images/10744.jpg,No-Anomaly,0
10745,images/10745.jpg,No-Anomaly,0
10747,images/10747.jpg,No-Anomaly,0
10750,images/10750.jpg,No-Anomaly,0
10751,images/10751.jpg,No-Anomaly,0
10752,images/10752.jpg,No-Anomaly,0
10754,images/10754.jpg,No-Anomaly,0
10755,images/10755.jpg,No-Anomaly,0
10756,images/10756.jpg,No-Anomaly,0
10758,images/10758.jpg,No-Anomaly,0
10761,images/10761.jpg,No-Anomaly,0
10762,images/10762.jpg,No-Anomaly,0
10763,images/10763.jpg,No-Anomaly,0
10765,images/10765.jpg,No-Anomaly,0
10766,images/10766.jpg,No-Anomaly,0
10767,images/10767.jpg,No-Anomaly,0
10769,images/10769.jpg,No-Anomaly,0
10770,images/10770.jpg,No-Anomaly,0
10771,images/10771.jpg,No-Anomaly,0
10772,images/10772.jpg,No-Anomaly,0
10773,images/10773.jpg,No-Anomaly,0
10776,images/10776.jpg,No-Anomaly,0
10777,images/10777.jpg,No-Anomaly,0
10779,images/10779.jpg,No-Anomaly,0
10781,images/10781.jpg,No-Anomaly,0
10783,images/10783.jpg,No-Anomaly,0
10784,images/10784.jpg,No-Anomaly,0
10785,images/10785.jpg,No-Anomaly,0
10786,images/10786.jpg,No-Anomaly,0
10788,images/10788.jpg,No-Anomaly,0
10789,images/10789.jpg,No-Anomaly,0
10791,images/10791.jpg,No-Anomaly,0
10792,images/10792.jpg,No-Anomaly,0
10794,images/10794.jpg,No-Anomaly,0
10796,images/10796.jpg,No-Anomaly,0
10797,images/10797.jpg,No-Anomaly,0
10798,images/10798.jpg,No-Anomaly,0
10799,images/10799.jpg,No-Anomaly,0
10800,images/10800.jpg,No-Anomaly,0
10802,images/10802.jpg,No-Anomaly,0
10803,images/10803.jpg,No-Anomaly,0
10805,images/10805.jpg,No-Anomaly,0
10806,images/10806.jpg,No-Anomaly,0
10808,images/10808.jpg,No-Anomaly,0
10809,images/10809.jpg,No-Anomaly,0
10810,images/10810.jpg,No-Anomaly,0
10811,images/10811.jpg,No-Anomaly,0
10812,images/10812.jpg,No-Anomaly,0
10813,images/10813.jpg,No-Anomaly,0
10814,images/10814.jpg,No-Anomaly,0
10815,images/10815.jpg,No-Anomaly,0
10816,images/10816.jpg,No-Anomaly,0
10818,images/10818.jpg,No-Anomaly,0
10819,images/10819.jpg,No-Anomaly,0
10822,images/10822.jpg,No-Anomaly,0
10824,images/10824.jpg,No-Anomaly,0
10828,images/10828.jpg,No-Anomaly,0
10829,images/10829.jpg,No-Anomaly,0
10832,images/10832.jpg,No-Anomaly,0
10833,images/10833.jpg,No-Anomaly,0
10834,images/10834.jpg,No-Anomaly,0
10836,images/10836.jpg,No-Anomaly,0
10837,images/10837.jpg,No-Anomaly,0
10838,images/10838.jpg,No-Anomaly,0
10839,images/10839.jpg,No-Anomaly,0
10840,images/10840.jpg,No-Anomaly,0
10841,images/10841.jpg,No-Anomaly,0
10842,images/10842.jpg,No-Anomaly,0
10846,images/10846.jpg,No-Anomaly,0
10847,images/10847.jpg,No-Anomaly,0
10848,images/10848.jpg,No-Anomaly,0
10849,images/10849.jpg,No-Anomaly,0
10850,images/10850.jpg,No-Anomaly,0
10852,images/10852.jpg,No-Anomaly,0
10854,images/10854.jpg,No-Anomaly,0
10855,images/10855.jpg,No-Anomaly,0
10856,images/10856.jpg,No-Anomaly,0
10857,images/10857.jpg,No-Anomaly,0
10858,images/10858.jpg,No-Anomaly,0
10862,images/10862.jpg,No-Anomaly,0
10863,images/10863.jpg,No-Anomaly,0
10864,images/10864.jpg,No-Anomaly,0
10867,images/10867.jpg,No-Anomaly,0
10868,images/10868.jpg,No-Anomaly,0
10869,images/10869.jpg,No-Anomaly,0
10871,images/10871.jpg,No-Anomaly,0
10872,images/10872.jpg,No-Anomaly,0
10873,images/10873.jpg,No-Anomaly,0
10875,images/10875.jpg,No-Anomaly,0
10876,images/10876.jpg,No-Anomaly,0
10879,images/10879.jpg,No-Anomaly,0
10880,images/10880.jpg,No-Anomaly,0
10881,images/10881.jpg,No-Anomaly,0
10883,images/10883.jpg,No-Anomaly,0
10885,images/10885.jpg,No-Anomaly,0
10887,images/10887.jpg,No-Anomaly,0
10888,images/10888.jpg,No-Anomaly,0
10889,images/10889.jpg,No-Anomaly,0
10890,images/10890.jpg,No-Anomaly,0
10891,images/10891.jpg,No-Anomaly,0
10893,images/10893.jpg,No-Anomaly,0
10894,images/10894.jpg,No-Anomaly,0
10895,images/10895.jpg,No-Anomaly,0
10896,images/10896.jpg,No-Anomaly,0
10900,images/10900.jpg,No-Anomaly,0
10902,images/10902.jpg,No-Anomaly,0
10903,images/10903.jpg,No-Anomaly,0
10904,images/10904.jpg,No-Anomaly,0
10905,images/10905.jpg,No-Anomaly,0
10907,images/10907.jpg,No-Anomaly,0
10908,images/10908.jpg,No-Anomaly,0
10909,images/10909.jpg,No-Anomaly,0
10910,images/10910.jpg,No-Anomaly,0
10913,images/10913.jpg,No-Anomaly,0
10915,images/10915.jpg,No-Anomaly,0
10919,images/10919.jpg,No-Anomaly,0
10922,images/10922.jpg,No-Anomaly,0
10923,images/10923.jpg,No-Anomaly,0
10925,images/10925.jpg,No-Anomaly,0
10926,images/10926.jpg,No-Anomaly,0
10927,images/10927.jpg,No-Anomaly,0
